"Last crawled date","Author User Id","GPT Id","GPT Category","GPT Url","GPT Name","GPT Conversations","GPT Avg Stars","GPT Total Reviews","GPT Total Stars","GPT Description","GPT Creation Date","GPT Creation Datetime","GPT Update Date","GPT Update Datetime","GPT Logo Image URL","GPT Sharing Method","GPT Prompt Starter 1","GPT Prompt Starter 2","GPT Prompt Starter 3","GPT Prompt Starter 4","GPT Tags","GPT Capabilities Types","GPT Capabilities Actions Domains"
2024-03-19,user-qv4HprYsHVqRg0JzkGARoz3c,g-N85RFR3tf,,https://chat.openai.com/g/g-N85RFR3tf-word-weaver,Word Weaver,300,3.67,3,11,Context-focused EFL vocab exercise creator with a friendly tone.,2023-11-28,2023-11-28T05:09:53.641521+00:00,2023-11-28,2023-11-28T05:12:28.148748+00:00,https://files.oaiusercontent.com/file-zPeQGhPbvvpvAUXwmHWrude2?se=2123-11-04T05%3A12%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc2baa0ff-61e0-41e5-bd8b-eabd9799fe00.png&sig=vY8EX3dG79HznYPiZEuIlm2PNWSt44t61TXwm8Lj0Yk%3D,marketplace,Create a gap-filling exercise for new words.,Design a contextual vocabulary game for kids.,Help me with a context-based exercise for adults.,Suggest an interactive way to use vocabulary in sentences.,"public,reportable","browser,dalle,python",
2024-03-19,user-bBlgKh0Hyd5JyWu23oVk03U7,g-KQsV9GTmV,productivity,https://chat.openai.com/g/g-KQsV9GTmV-accountability-buddy,Accountability Buddy,200,5,3,15,Transform impossible dreams into inspiring achievements with your dedicated guide to success.,2023-11-09,2023-11-09T19:03:06.781074+00:00,2024-01-29,2024-01-29T22:22:57.935142+00:00,https://files.oaiusercontent.com/file-YXcCE56ycLZcuaK7nP1IFW1W?se=2123-10-17T00%3A27%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-09%252019.26.42%2520-%2520Create%2520an%2520image%2520of%2520a%2520female%2520cartoon%2520character%2520with%2520a%2520realistic%2520touch.%2520She%2520has%2520medium%2520skin%2520tone%252C%2520black%2520hair%2520styled%2520with%2520colorful%2520flowers%252C%2520and%2520wears%2520gla.png&sig=eAy6ZD00AmTYPxVUSpFSN7MfU/jx9xdqCDYchpNexxY%3D,marketplace,What do you want to accomplish today?,How are you progressing with your goals?,Let's achieve amazing stuff together!,How can you help?,"public,reportable","browser,dalle,python",
2024-03-19,user-ZF0r8u0ffZvjWnfoEpHRwJFN,g-mHW4sEkSa,,https://chat.openai.com/g/g-mHW4sEkSa-patentsimplifier,PatentSimplifier,200,,0,0,"Transforms complex patent details into easy-to-understand, everyday language.",2023-11-15,2023-11-15T07:30:58.390940+00:00,2023-11-16,2023-11-16T07:44:47.472216+00:00,https://files.oaiusercontent.com/file-asGaIPDN8eaclZf4OfwWl8TA?se=2123-10-22T08%3A14%3A29Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D8f4b41f4-ed3c-43fa-b9d2-71e8e40ce2e3.webp&sig=tt/6XQvujTZuDAvAOUAJ2WkPXDGJxeb8WZIhpfUPNVw%3D,marketplace,Analyze a patent.,,,,"public,reportable","browser,dalle,python",
2024-03-19,user-9l31xwsfFbsaiBmM4JDqKzZz,g-onhq2tq8V,,https://chat.openai.com/g/g-onhq2tq8V-sd-pilot,SD Pilot,200,,0,0,I refine AI art prompts for Stable Diffusion model.,2023-11-09,2023-11-09T19:33:50.778272+00:00,2023-12-06,2023-12-06T21:49:01.589223+00:00,https://files.oaiusercontent.com/file-ZL6bTp4d4oARfrYtNnYoNSvT?se=2123-10-16T19%3A57%3A52Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dbc3fecad-7fa6-47e9-8fb1-1d0880c75e09.png&sig=ae7mhKjxNj7LB/LWd2xpU8HuW7jSJgCRVWjF7o/qgTE%3D,link,Refine this prompt:,Make this more vivid:,How can I add depth to:,Suggest changes for:,"public,reportable",browser,
2024-03-19,user-vW1yf839jcjkjsoynxXWP8D3,g-Cdt9O1PHJ,other,https://chat.openai.com/g/g-Cdt9O1PHJ-tarot-reader-life-advice-guide,Tarot Reader Life Advice Guide,200,3,1,3,personal growth Archetype Symbolism Psychology inspirational Tarot Reading symbolic guidance expert reflection consultation spiritual mythology philosophical creative self personalized analysis consultant coaching insight holistic transformation spiritual growth mindfulness exploration art journey,2024-01-17,2024-01-17T15:13:55.667115+00:00,2024-01-25,2024-01-25T10:02:56.571387+00:00,https://files.oaiusercontent.com/file-RS8HSUXh2cl6kowA7N8PG3mX?se=2123-12-30T04%3A41%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DTarotAdvice-03.png&sig=Jc4MfJvFxyY0Ic9Q9ryOfC/wdY8ohygqIfKVLO7E0bc%3D,marketplace,help me deepen life wisdom,relationship to mother,what experience you provide?,relationship to father,"public,reportable",dalle,
2024-03-19,user-kkn6zfziojenyPr7aovuLPjH,g-2XBtn3UB6,,https://chat.openai.com/g/g-2XBtn3UB6-gpcheetah,GPCheetah,200,4.67,3,14,Paste your website and get lead gen strategy + email template. Made by https://www.linkedin.com/in/fedor-kovalev7/ | tg: @kesselmanf,2023-11-13,2023-11-13T16:54:31.307073+00:00,2023-11-13,2023-11-13T23:35:55.856658+00:00,https://files.oaiusercontent.com/file-ip0kbfU1oFRZ2Zqhh2HsrAM5?se=2123-10-20T18%3A40%3A17Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-13%252010.54.13%2520-%2520An%2520even%2520more%2520humorous%2520and%2520imaginative%2520illustration%2520featuring%2520a%2520cheetah%2520in%2520an%2520exaggerated%2520startup%2520entrepreneur%2527s%2520outfit%252C%2520complete%2520with%2520oversized%2520glasse.png&sig=rRe3U2kezQbY/yOYHWyN%2B2gRFxYu%2BQ/Ao/KiOJsv43k%3D,link,"In the next message I will give you my website, play the role of a product marketer  to define my ICP and Persona. Now, ask me for my website so you can begin.",,,,"public,reportable",browser,
2024-03-19,user-ISQfQZk1muZZpNrNpAKv1jTi,g-l4DYSgsjO,research,https://chat.openai.com/g/g-l4DYSgsjO-hotspot-detective,Hotspot Detective,200,5,1,5,揭开每个热点背后的真相，捕捉热点事件的关键动态，深度分析热点成因和最新消息。,2023-12-18,2023-12-18T09:09:15.838706+00:00,2024-02-23,2024-02-23T08:56:59.456606+00:00,https://files.oaiusercontent.com/file-vwrWgBWPGF6ISIGl07AgvKdy?se=2123-12-04T09%3A22%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D%25E7%2583%25AD%25E7%2582%25B9%25E4%25BE%25A6%25E6%258E%25A22.png&sig=RDAUjiqnhmtf5QNFzru6fTctYY5NCh0fUvXB%2BIfiP8c%3D,marketplace,董宇辉小作文事件,小米汽车,OpenAI 正式推出 GPTs Store,作者是谁？,"public,reportable","browser,dalle",
2024-03-19,user-yJ3GsjjX0NCZYazR4lTWq9y2,g-IUeoBRke4,,https://chat.openai.com/g/g-IUeoBRke4-escritura-humana,escritura humana,200,5,1,5,TAREA SIN IA,2023-11-17,2023-11-17T03:02:09.573313+00:00,2023-12-01,2023-12-01T14:35:59.726556+00:00,,marketplace,,,,,"public,reportable","browser,dalle,python",
2024-03-19,user-yPFTGxDZcUYURv2tZx9h7ebn,g-RlG9hC65M,,https://chat.openai.com/g/g-RlG9hC65M-owl-pal,Owl Pal,200,,0,0,"I'm Owl Pal, your friendly guide to better English writing.",2023-12-08,2023-12-08T09:47:22.756166+00:00,2023-12-08,2023-12-08T10:06:29.055630+00:00,https://files.oaiusercontent.com/file-1N6zyNhY24MIdstlY0tMpjzn?se=2123-11-14T10%3A06%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D5a8b5420-25a2-496c-8b39-489cb6734440.png&sig=ia73WfBpXSnG68jTK3O5sKN/iHFTP8ilN7bgE2mYngo%3D,marketplace,Can you check this sentence for errors?,Does this sound natural in English?,How might a native speaker interpret this?,Is this the best way to phrase this?,"public,reportable","browser,dalle",
2024-03-19,user-bsP35j469pjAwDBOvKi2PK1B,g-8YgEfR7ig,Other,https://chat.openai.com/g/g-8YgEfR7ig-cortexjs-assistant,CortexJS Assistant,200,5,1,5,"Expert on MathLive & CortexJS, guides to API & cortexjs.io",2023-11-11,2023-11-11T13:00:22.064614+00:00,2023-12-17,2023-12-17T15:48:04.851007+00:00,https://files.oaiusercontent.com/file-WdcDBwwYlrAI7zKY5vFzwhoB?se=2123-10-18T13%3A11%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D3984dd60-068a-4452-ac79-d02077ff89d9.png&sig=zhduUHUDCWS/APKbfCxzTRYl9CgZHhjCqs/FeyE0ZRc%3D,marketplace,Integrating MathLive with React - any tips?,Customizing a virtual keyboard?,Comparing input from a mathfield to a valid answer?,Calculating the derivative of a function?,"public,reportable",browser,
2024-03-19,user-YyONEH1r4vVp43PJw6X5FGVd,g-rEPZFY3op,writing,https://chat.openai.com/g/g-rEPZFY3op-legal-contract-drafting-assistant-my-legal-academy,Legal Contract Drafting Assistant My Legal Academy,200,4.5,8,36,"Made for lawyers specializing in drafting, reviewing, and explaining contracts, this tool offers up-to-date legal expertise, ensuring accurate, confidential document handling. Perfect for lawyers seeking efficiency and precision in legal documentation.",2024-01-15,2024-01-15T22:46:31.397005+00:00,2024-02-23,2024-02-23T22:34:18.175418+00:00,https://files.oaiusercontent.com/file-QLXDuLGu6oG9b0SwteGc4BSg?se=2123-12-22T22%3A49%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dcontract.png&sig=Dj7HJWbpSLm9/3lRydaIq39dL1vlEnk4F59LakK5NQ0%3D,marketplace,Click here to get started!,,,,"public,reportable","browser,dalle,python",
2024-03-19,user-8E4ie45JK3SEkaqyXvLHqrLn,g-zSwb30zD7,,https://chat.openai.com/g/g-zSwb30zD7-free-seo-pillar-page-generator,Free SEO Pillar Page Generator,200,5,1,5,"You generate incredibly descriptive and detailed pillar pages with neat organization. You interlink to cluster content throughout the article. Focus on SEO-optimized, professionally written content with journalistic flair to boost site authority.",2023-11-24,2023-11-24T20:58:51.067198+00:00,2023-12-04,2023-12-04T02:43:03.078109+00:00,https://files.oaiusercontent.com/file-l8p8hO3Zu0fT0N613dVyFBcG?se=2123-10-31T22%3A18%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D0b962f21-1db4-494e-8534-51c93d6ef7ff.png&sig=Sn9fa5pvIi3wWuMwTfViD6R4OUUGachXVQbkDvnvUX0%3D,marketplace,What is the subniche topic?,,,,"public,reportable","browser,dalle,python",
2024-03-19,user-RBwueRnoJIKtQrHZWyLuK2u2,g-bxAuhIN8d,education,https://chat.openai.com/g/g-bxAuhIN8d-the-marketing-ninja-bot,The Marketing Ninja Bot,200,5,1,5,Marketing Magic Black Belt,2023-11-14,2023-11-14T15:11:46.771735+00:00,2024-01-25,2024-01-25T21:22:47.053160+00:00,https://files.oaiusercontent.com/file-GTdGmfqk5r219BDd6dVpPDTT?se=2123-10-23T20%3A21%3A02Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D9da274c6-5ca7-4bb4-9ea4-d965575c542b.png&sig=dRFMJJIdSrqKrHyvAzY8bf7hIAQfAY%2BXJLFSmNaXSQ4%3D,marketplace,What ninja tactic can elevate my social media strategy?,How can I stealthily navigate Facebook's algorithm changes?,What's the ninja way to maximize Instagram stories?,"As a ninja, how do I conquer LinkedIn networking?","public,reportable","browser,dalle",
2024-03-19,user-VQdJ2oiIrSBlBbCpzXNawzZl,g-NQbNbbRjt,,https://chat.openai.com/g/g-NQbNbbRjt-dot,Dot,200,,0,0,The zero fluff GPT,2023-11-13,2023-11-13T22:51:09.862370+00:00,2023-11-13,2023-11-13T23:31:09.795558+00:00,https://files.oaiusercontent.com/file-QW47yJE6amNt00YlwYY3I092?se=2123-10-20T22%3A58%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3De0457720-1738-4089-86d8-af554905d9ae.png&sig=cowkXzXxrs0buxvIzvlUWveCtghy/VPAYzE2jTJHhlI%3D,marketplace,What is a loom,Who is Barry Allen,"Hey Dot, introduce yourself",Best restaurants in SF?,"public,reportable","browser,dalle,python",
2024-03-19,user-3oE4CMPZQZ9BjZ4qthjW3xUM,g-aZqZEvJeW,,https://chat.openai.com/g/g-aZqZEvJeW-linkedin-remix,LinkedIn Remix,200,,0,0,Je réécris les posts LinkedIn en les personnalisant.,2023-12-03,2023-12-03T14:04:07.552975+00:00,2023-12-03,2023-12-03T15:27:31.561817+00:00,https://files.oaiusercontent.com/file-4jk93NcDZy8P67XxNMGtcNFp?se=2123-11-09T14%3A23%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-12-03%252015.22.38%2520-%2520A%2520creative%2520and%2520modern%2520profile%2520picture%2520for%2520a%2520GPT%2520named%2520%2527LinkedIn%2520Remix%2527%252C%2520focused%2520on%2520rewriting%2520LinkedIn%2520posts.%2520The%2520design%2520should%2520feature%2520a%2520digital%2520brain.png&sig=if1f4bInhjEES0uHIB/5JJoNN%2Bld41e92gqwKieQDZM%3D,link,Donne-moi un post LinkedIn à réécrire pour toi,,,,"public,reportable","browser,dalle",
2024-03-19,user-6xmLx9BPl9AsbcwapsuBbBjW,g-aPyQZGV74,,https://chat.openai.com/g/g-aPyQZGV74-sketch-design-bot,Sketch -> Design Bot,200,,0,0,"Custom Bot to turn your sketches of landing pages, web apps, and mobile apps into high fidelity mockups.",2023-11-10,2023-11-10T23:24:04.746193+00:00,2023-11-10,2023-11-10T23:37:10.550855+00:00,https://files.oaiusercontent.com/file-YMtMXDhHKIEK4SG9oyKs9Nxp?se=2123-10-17T23%3A29%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DSketch%2520to%2520Design.png&sig=C%2Bh0zqyML5Gp8qIwB97m5GdXDH8vO/Daor3nwhpAMEg%3D,link,Create a desktop sized landing page for a FinTech startup.,Create a mobile app account settings page for my EduTech startup.,,,"public,reportable",dalle,
2024-03-19,user-WcLTUeqxgFBNbC48k0RshUmN,g-UHORzQ9Ad,other,https://chat.openai.com/g/g-UHORzQ9Ad-beautify-me,Beautify Me,200,,0,0,Photo editor software for natural and personalized enhancements.,2023-11-17,2023-11-17T17:20:41.760384+00:00,2024-01-09,2024-01-09T00:11:10.842310+00:00,https://files.oaiusercontent.com/file-Zv1Z2fMdxcYSarWJZgGYGqbK?se=2123-10-24T17%3A31%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db1024bb8-a813-4f89-a432-9cce48fb45a7.webp&sig=T251jaNjpkvV9Y1UzPpYKYvqz5NcIz%2B06lX2jg87FkU%3D,marketplace,How would you like to edit your photo today?,Tell me the adjustments you need for your picture.,"I can enhance various aspects of your photo, what do you prefer?","Specify your photo editing needs, and I'll take care of them!","public,reportable","browser,dalle,python",
2024-03-19,user-uYP02Cnp7MECjGR4WOqLldg3,g-NdtSL7L1P,,https://chat.openai.com/g/g-NdtSL7L1P-quarto-gpt,Quarto GPT,200,,0,0,An Assistant That Helps With Quarto https://quarto.org,2023-11-08,2023-11-08T21:57:38.149648+00:00,2023-11-09,2023-11-09T06:00:54.975987+00:00,https://files.oaiusercontent.com/file-OynCkabw9rByqpQqNidVmlFA?se=2123-10-15T22%3A00%3A53Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DQuarto.jpeg&sig=lfmvBcMF1w%2BmRqb7qqDhHCW9aabg7a12tdSpLahno74%3D,marketplace,What's the comment to hide code cells in a Jupyter Notebook?,Is there a way to show an image only when the render target is markdown?,Is there a VSCode plugin?,How can I prevent a jupyter notebook cell from executing when the docs are rendered?,"public,reportable",python,
2024-03-19,user-jKeQKYB5KPcJYE4qWa2CRD2Z,g-99L4BgMrf,,https://chat.openai.com/g/g-99L4BgMrf-xiao-xi-pai-ban-da-shi,消息排版大师,200,5,2,10,"这是李继刚(即刻同名)创作的用于将群消息进行美化排版的 Bot。 模仿一位优秀的设计师, 使用 Unicode 符号和 Emoji 表情符号来优化排版用户提供的信息, 提供更好的阅读体验。",2023-11-10,2023-11-10T13:54:49.622184+00:00,2023-11-10,2023-11-10T14:15:20.021703+00:00,,marketplace,AI 初创公司 Stability AI 新一轮融资 0.5 亿美元  人工智能初创公司 Stability AI 宣布通过新一轮可转换票据融资约 0.5 亿美元。英特尔参与了本轮融资，但 Coatue 和 LightSpeed 退出该公司公司董事会。  https://readhub.cn/oRh5fFS,,,,"public,reportable","browser,dalle,python",
2024-03-19,user-68FKtVWObKrfaVMrbDLUDB6K,g-ndaIr7Qno,other,https://chat.openai.com/g/g-ndaIr7Qno-grammar-guardian,Grammar Guardian,200,,0,0,Corrects grammar in research documents with a formal business technology style.,2023-11-28,2023-11-28T16:15:48.018375+00:00,2024-01-10,2024-01-10T11:44:05.554750+00:00,https://files.oaiusercontent.com/file-8BoGmcL5xbZIWDfmHUOJSBQy?se=2123-11-04T16%3A20%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D0cfcaa3b-e14a-4d97-a932-812e251c0a9c.png&sig=njlmbclHVldvvTnY6CRod3EH5NpjT3wt8qPIwvN1na4%3D,marketplace,Correct the grammar in this excerpt.,How can this sentence be improved grammatically?,Is this paragraph grammatically correct?,Review this document for grammatical accuracy.,"public,reportable","browser,dalle,python",
2024-03-19,user-i00j1zX06XVHnSpiI5Lrbhfl,g-sW1z4WYSi,other,https://chat.openai.com/g/g-sW1z4WYSi-grammarlyzer,Grammarlyzer,200,,0,0,Enhances text clarity and correctness,2023-11-08,2023-11-08T21:08:42.384487+00:00,2024-01-15,2024-01-15T16:12:44.929698+00:00,https://files.oaiusercontent.com/file-MlQ4p1isySMAI21d0ssiZ1Qh?se=2123-10-15T22%3A04%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D50921d01-a07e-47a9-bde1-6fd2792a87f4.png&sig=BC9eO1PgnuJb53AyDrSDXT5S6YUVTrdtIvbI/1IqLbM%3D,marketplace,,,,,"public,reportable",,
2024-03-19,user-fmFAkNXN0s3owofKnzdZvaHa,g-6cfbe4OLq,programming,https://chat.openai.com/g/g-6cfbe4OLq-sfm2-algorithm-forge,SFM2 Algorithm Forge,200,,0,0,"Effective DS & Algorithms coach (type ""help"" to start). ""May the Forge be with you! ",2023-11-09,2023-11-09T21:06:36.767324+00:00,2024-01-27,2024-01-27T14:47:55.501457+00:00,https://files.oaiusercontent.com/file-AfOCzcAAlR34Vo6Cf5Ke3WDL?se=2123-10-16T21%3A59%3A06Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc2f0225c-12a8-498d-a445-2954cc6d0a0a.png&sig=e30f49CVGQzjKvaZ7f9kBvZ3utKG1KMaz5dTlMofWWk%3D,marketplace,"denominations of an infinite set of coins are given, find the number of possible ways of making a change for a specific amount of money. The order of the coins is not important.",Explain backtracking,Examples of uses of graphs,Dijkstra's Algorithm,"public,reportable","browser,dalle,python",
2024-03-19,user-WyfhU9fhP590rxD2iVv5S2gI,g-Gunjn8aUb,productivity,https://chat.openai.com/g/g-Gunjn8aUb-pdf-to-json-assistant,PDF to JSON Assistant,200,5,2,10,"Generates complete JSON from PDFs, offering improvement tips if needed.",2023-11-10,2023-11-10T21:00:40.678411+00:00,2024-02-01,2024-02-01T22:55:06.092951+00:00,https://files.oaiusercontent.com/file-iQydGpHG5EDMY2y44lEXOXBi?se=2124-01-08T22%3A47%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D38d540e9-10a3-4042-a879-207c90d5b3eb.png&sig=1G5kGRGaPjJNHHoAVIlbvB9apn/ltoeXSm7V5rCz7Fo%3D,marketplace,Explain the best use strategy of this GPT,Where do we start?,Why can't I just give you the PDF and have you convert it directly?,"What are your limitations, and why is this the most effective method for JSON conversion currently?","public,reportable","browser,python",
2024-03-19,user-3zmShPDbjwIhvvyMHKKITUWM,g-eConqtEy5,,https://chat.openai.com/g/g-eConqtEy5-mmogpt,MMOGPT,200,,0,0,"The world's first multiplayer custom GPT RPG and persistent world builder. Dive into an ever-evolving post-apocalyptic realm, shaped by players as they explore, uncover new areas, and leave messages and gear for others. Join the adventure today!",2023-11-27,2023-11-27T02:40:41.010671+00:00,2023-11-29,2023-11-29T14:14:29.630059+00:00,https://files.oaiusercontent.com/file-KRjcmCNELpMS7TqYCIzpY6eG?se=2123-11-03T02%3A49%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D219e170e-adfe-4cdd-95e2-28f8d41b1c9b.png&sig=WRVUF5KvuCEHv8%2BRmR9FBNPp/7HvOGyaCybhJxio9jU%3D,marketplace,DESCRIBE,MESSAGE: [message],MOVE: [N/S/E/W],MAP,"public,reportable,uses_function_calls","browser,dalle,plugins_prototype,python",cybrix.ai
2024-03-19,user-DFeyT8fLngFCNW00q40guNGx,g-Q2vla3J4d,,https://chat.openai.com/g/g-Q2vla3J4d-mrpython,MrPython,200,,0,0,I will help you solve any problem in Python.,2023-11-10,2023-11-10T03:01:35.763133+00:00,2023-11-10,2023-11-10T07:30:38.071854+00:00,https://files.oaiusercontent.com/file-ArNtcbuuOsBUz5es5BRUuGBR?se=2123-10-17T03%3A15%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D%25E4%25B8%258B%25E8%25BD%25BD.jpg&sig=sldmCX6FW9aHmfvoTyY9RH3m5D6rjHfI52TJsPKVZNg%3D,marketplace,What is List and Tuple?,What's wrong with this code?,Help me design a sorting algorithm,What are some good resources for learning Python?,"public,reportable","browser,dalle,python",
2024-03-19,user-OGshr7IAQq90fpjGoNNtPOLY,g-SvfE5o1Eg,lifestyle,https://chat.openai.com/g/g-SvfE5o1Eg-artificial-onlyfans,Artificial OnlyFans,200,,0,0,"Playful and witty for engaging, flirtatious banter.",2023-11-11,2023-11-11T09:27:46.974829+00:00,2024-02-13,2024-02-13T06:33:29.587371+00:00,https://files.oaiusercontent.com/file-98rCXJ0uGrBkcEbupyXPV8Lh?se=2123-10-18T09%3A29%3A48Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D5ff2bee3-f5d9-4fd4-83ac-9857af7ee43b.png&sig=gbha2pzqnhP1JX3O7Gz6R8H1WU37mKD0aK8gu7t8TZw%3D,marketplace,How can I be more charming?,Tell me a flirty joke.,Give me a clever pickup line.,How do I flirt without being awkward?,"public,reportable","browser,dalle",
2024-03-19,user-8BkDUnr2u6Vk9SjrXaVlAazo,g-nfoW2sbhx,,https://chat.openai.com/g/g-nfoW2sbhx-my-personal-mindset-coach,⭐️ My Personal Mindset Coach ⭐️,200,5,3,15,"Your personal coach that encourages resilience, fosters personal growth, and empowers you to face life's challenges with grit, grace and gratitude.",2023-12-03,2023-12-03T10:43:08.762228+00:00,2023-12-04,2023-12-04T21:48:08.823624+00:00,,link,"I'm feeling stuck, what should I do?",Can you give me a tough-love pep talk?,I need a different perspective on my problem.,"Remember, I prefer a direct and approach today.","public,reportable","browser,dalle,python",
2024-03-19,user-5bgmjhypLVguOuNmamPlbll8,g-T7qk4Jtcg,dalle,https://chat.openai.com/g/g-T7qk4Jtcg-magic-painter-for-mj-v6,Magic Painter for MJ V6,200,,0,0,hello! I'm an artistic visionary who excels at pushing the limits of human imagination and painting stunning works of art!,2023-11-14,2023-11-14T06:48:03.572612+00:00,2024-01-16,2024-01-16T07:44:03.420471+00:00,https://files.oaiusercontent.com/file-ZwhKvoUYWjtmO3gCIeZ9P5rH?se=2123-10-21T07%3A07%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddc3ccc47-6b48-4de6-b2ed-a567c552ebcd.png&sig=uFZ2sB2ab12a1mrpWQJo6quPKeMwRJ%2BEpTssPxE/aRQ%3D,marketplace,,,,,"public,reportable","browser,dalle",
2024-03-19,user-j7XAjdmxuMMbpAjJQTh0pOXw,g-trQVw2Ole,dalle,https://chat.openai.com/g/g-trQVw2Ole-fakemon-maker,Fakemon Maker,200,3.67,3,11,Create fully fledged Fakemons for your fangame.,2023-11-16,2023-11-16T00:55:59.771938+00:00,2024-01-15,2024-01-15T23:46:40.684457+00:00,https://files.oaiusercontent.com/file-uayHSttmh0GIeuFjgWdtRJt0?se=2123-10-26T00%3A00%3A01Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-19%252000.04.43%2520-%2520A%2520whimsical%2520creature%2520designed%2520with%2520a%2520hand-drawn%252C%2520watercolor-like%2520style%252C%2520reminiscent%2520of%2520early%2520monster%2520designs%2520from%2520popular%2520role-playing%2520games.%2520The%2520crea.png&sig=USrmWOGf5JqxQBsP31Ts3qidlAaMPIVbaZLvhxlgJJc%3D,marketplace,Can you create a Fakemon based on a firefly?,I need a Fakemon with a fire/ice typing.,What would a legendary Fakemon look like?,Design a Fakemon that can evolve at level 30.,"public,reportable,uses_function_calls","browser,dalle,plugins_prototype,python",pokeapi.co
2024-03-19,user-htCGacIrHYtYwBlWsDkZ7Sgb,g-uSPOQ8Zll,,https://chat.openai.com/g/g-uSPOQ8Zll-fortuneteller-gpt,FortuneTeller GPT,200,,0,0,Demo for Metadata Embeddings,2023-11-09,2023-11-09T20:27:55.140926+00:00,2023-11-11,2023-11-11T22:23:13.539920+00:00,https://files.oaiusercontent.com/file-LhPse4aNULxxZHeNbeGz5cuj?se=2123-10-18T10%3A39%3A46Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DFortuneTeller_Icon.png&sig=h1TuFO66z9PUyP9nDzuL9McdddGJSdgJkB1vlFsadb0%3D,marketplace,How does this work?,What is this GPT about?,,,"public,reportable","dalle,python",
